# units:
# wavelength_nm, sun_photons_per_s_m2_nm, asteroid_reflectance, atm_transmission, qe_e_per_photon, mirror_reflectivity

4.910000000000000000e+02,4.823482837711013888e+18,8.944399999999999920e-03,8.906548199815196298e-01,8.404936570000000051e-01,9.611764224896417463e-01
4.920000000000000000e+02,4.695985025934001152e+18,8.924800000000000094e-03,8.917338715972460417e-01,8.410467699999999436e-01,9.614728335948291571e-01
4.930000000000000000e+02,4.695592364841732096e+18,8.929399999999998797e-03,8.924345844142345108e-01,8.416432949999999025e-01,9.618836778500197138e-01
4.940000000000000000e+02,4.906776071908431872e+18,8.958199999999999497e-03,8.931056483731805162e-01,8.419217869999999770e-01,9.620706222186860002e-01
4.950000000000000000e+02,4.963674174413084672e+18,8.987000000000000197e-03,8.937421805534137009e-01,8.418640039999999436e-01,9.620715074299015512e-01
4.960000000000000000e+02,4.922795889355495424e+18,9.001399999999999679e-03,8.942232304959193412e-01,8.417948090000000327e-01,9.620714899606775949e-01
4.970000000000000000e+02,5.047697355512797184e+18,9.015799999999999162e-03,8.946109422276435907e-01,8.420530259999999823e-01,9.620714818212845465e-01
4.980000000000000000e+02,4.868383381906069504e+18,9.032200000000000645e-03,8.948657237869767078e-01,8.426335029999999504e-01,9.620717449631009943e-01
4.990000000000000000e+02,4.818193239727668224e+18,9.050600000000000658e-03,8.949889323646712525e-01,8.431888859999999708e-01,9.620909192215821859e-01
5.000000000000000000e+02,4.816248812203446272e+18,9.069000000000000672e-03,8.949959978050650022e-01,8.433471080000000120e-01,9.625129245764990626e-01
5.010000000000000000e+02,4.626721874610316288e+18,9.109000000000000777e-03,8.948843418196384958e-01,8.433081430000000100e-01,9.629318203663294051e-01
5.020000000000000000e+02,4.682868635217280000e+18,9.149000000000002616e-03,8.949742144582694126e-01,8.433398909999999526e-01,9.629681893693795569e-01
5.030000000000000000e+02,4.846605793634884608e+18,9.179400000000000753e-03,8.930896103651964069e-01,8.430097499999998911e-01,9.629677717668041481e-01
5.040000000000000000e+02,4.824394012809729024e+18,9.200200000000000392e-03,8.949696646447015125e-01,8.423849690000000390e-01,9.632627965906631617e-01
5.050000000000000000e+02,4.909199999035723776e+18,9.221000000000000030e-03,8.932401928386798362e-01,8.418911020000000578e-01,9.636736184968863750e-01
5.060000000000000000e+02,5.035898644807615488e+18,9.222600000000000936e-03,8.960942486555958375e-01,8.418725170000000979e-01,9.638614659742000823e-01
5.070000000000000000e+02,4.934797223252509696e+18,9.224200000000000108e-03,8.967807828483267407e-01,8.417344129999999591e-01,9.638623526274234798e-01
5.080000000000000000e+02,4.890912312074966016e+18,9.224200000000000108e-03,8.975861623272094469e-01,8.411588559999999548e-01,9.638623352111866938e-01
5.090000000000000000e+02,4.913331750208515072e+18,9.222600000000000936e-03,8.988954849875413489e-01,8.405916609999999345e-01,9.638623351237353143e-01
5.100000000000000000e+02,4.958971051009861632e+18,9.221000000000000030e-03,8.998170161533812772e-01,8.403317190000000325e-01,9.638623351233289727e-01
5.110000000000000000e+02,5.072901918637349888e+18,9.266599999999999837e-03,9.004203160765424929e-01,8.404357789999999939e-01,9.638623351233347458e-01
5.120000000000000000e+02,4.979503953959712768e+18,9.312199999999999644e-03,9.004064405946369254e-01,8.405626160000000402e-01,9.638623351233347458e-01
5.130000000000000000e+02,4.813775802439649280e+18,9.346799999999998859e-03,9.013932139933140686e-01,8.398052639999999958e-01,9.638623351233347458e-01
5.140000000000000000e+02,4.832239683480254464e+18,9.370399999999999216e-03,9.017862186448712958e-01,8.388690819999999881e-01,9.638623351233348568e-01
5.150000000000000000e+02,4.892212372678532096e+18,9.393999999999999573e-03,9.021325853655233207e-01,8.388880650000000161e-01,9.638623351233434056e-01
5.160000000000000000e+02,4.635133883394686976e+18,9.421600000000000460e-03,9.025151956932822017e-01,8.391700810000000121e-01,9.638623351251103255e-01
5.170000000000000000e+02,4.418050191710826496e+18,9.449200000000001348e-03,9.028977347398576825e-01,8.386977260000000323e-01,9.638623350324658778e-01
5.180000000000000000e+02,4.406875711460022784e+18,9.476400000000001142e-03,9.032910666337737871e-01,8.376134380000000990e-01,9.638623188965523836e-01
5.190000000000000000e+02,4.548940998054362112e+18,9.503199999999999842e-03,9.036359410264690473e-01,8.375675540000000474e-01,9.638630613520702273e-01
5.200000000000000000e+02,4.789160230953507840e+18,9.530000000000000276e-03,9.039452913176656557e-01,8.371945179999999986e-01,9.639877527589529871e-01
5.210000000000000000e+02,4.900748975847942144e+18,9.552400000000000821e-03,9.040883145599386550e-01,8.361083910000001174e-01,9.643943827065318830e-01
5.220000000000000000e+02,4.899445139656949760e+18,9.574800000000001365e-03,9.041803946790210045e-01,8.360424600000000428e-01,9.647599926022863981e-01
5.230000000000000000e+02,4.893228005696034816e+18,9.584999999999999770e-03,9.041108409159335224e-01,8.359174830000000167e-01,9.647578545870402200e-01
5.240000000000000000e+02,5.080631804626804736e+18,9.582999999999999505e-03,9.039256979583067952e-01,8.353257820000000722e-01,9.647578875155911060e-01
5.250000000000000000e+02,5.137784130018115584e+18,9.580999999999999239e-03,9.037267383682147104e-01,8.348822459999999390e-01,9.651674253022922700e-01
5.260000000000000000e+02,4.771275273318169600e+18,9.607399999999998580e-03,9.035311034131165986e-01,8.340322849999999288e-01,9.655841111414601441e-01
5.270000000000000000e+02,4.645560797335209984e+18,9.633799999999999655e-03,9.032510023354600737e-01,8.330534880000000086e-01,9.656526780857512815e-01
5.280000000000000000e+02,4.950637071032291328e+18,9.662600000000000355e-03,9.029985592948026607e-01,8.325639759999999834e-01,9.656531769433965851e-01
5.290000000000000000e+02,5.079789848630882304e+18,9.693800000000000680e-03,9.028528244641379485e-01,8.322022110000000250e-01,9.656531803934940150e-01
5.300000000000000000e+02,5.162781035834250240e+18,9.725000000000001005e-03,9.027488082274059966e-01,8.314775239999999679e-01,9.656531803163852512e-01
5.310000000000000000e+02,5.232638212912898048e+18,9.719000000000000208e-03,9.027481097439469249e-01,8.304370669999999732e-01,9.656531803159419391e-01
5.320000000000000000e+02,4.998524104881041408e+18,9.712999999999999412e-03,9.028959215711060970e-01,8.298454659999999761e-01,9.656531803159393856e-01
5.330000000000000000e+02,4.954692051927446528e+18,9.714799999999999131e-03,9.031890137969370569e-01,8.293491219999999942e-01,9.656531803159394967e-01
5.340000000000000000e+02,5.081994791687467008e+18,9.724399999999999364e-03,9.037044807173933991e-01,8.282091110000000533e-01,9.656531803159394967e-01
5.350000000000000000e+02,5.181983673481141248e+18,9.733999999999999597e-03,9.043369327301642446e-01,8.261676520000000856e-01,9.656531803159394967e-01
5.360000000000000000e+02,5.208892285063799808e+18,9.765199999999999922e-03,9.050158849755045587e-01,8.245935179999999143e-01,9.656531803159394967e-01
5.370000000000000000e+02,5.072794943660282880e+18,9.796400000000000247e-03,9.055753799152659322e-01,8.237550529999999593e-01,9.656531803159394967e-01
5.380000000000000000e+02,5.126943159989913600e+18,9.813600000000000448e-03,9.060217680473573454e-01,8.227651940000000330e-01,9.656531803159394967e-01
5.390000000000000000e+02,5.068519720165296128e+18,9.816800000000000526e-03,9.063212717131394758e-01,8.217352390000001172e-01,9.656531803159394967e-01
5.400000000000000000e+02,4.894441227788812288e+18,9.820000000000000603e-03,9.064652873908667363e-01,8.207482810000000795e-01,9.656531803159392746e-01
5.410000000000000000e+02,4.970450095312996352e+18,9.855600000000000818e-03,9.035653455789307564e-01,8.197482759999999979e-01,9.656531803159484895e-01
5.420000000000000000e+02,5.055823678181953536e+18,9.891199999999999298e-03,9.066489871667224865e-01,8.187493170000000875e-01,9.656531803175407713e-01
5.430000000000000000e+02,5.062556809091042304e+18,9.917999999999999733e-03,9.065011684445232198e-01,8.177472860000000177e-01,9.656531805826286119e-01
5.440000000000000000e+02,5.145753136544536576e+18,9.935999999999998653e-03,9.067235926574550575e-01,8.167475120000000643e-01,9.656531693119757565e-01
5.450000000000000000e+02,5.185419458038489088e+18,9.953999999999999307e-03,9.063956716503354105e-01,8.157731289999999857e-01,9.656516590748668305e-01
5.460000000000000000e+02,5.194878563068903424e+18,9.968799999999999883e-03,9.069823337042958178e-01,8.147061019999999321e-01,9.657012105395386126e-01
5.470000000000000000e+02,5.110738338758993920e+18,9.983600000000000460e-03,8.991496840339708863e-01,8.137413329999999556e-01,9.661176032941474201e-01
5.480000000000000000e+02,5.098107740291028992e+18,1.000200000000000047e-02,9.075616744809481551e-01,8.132693670000000763e-01,9.665400285575497241e-01
5.490000000000000000e+02,5.193088934629140480e+18,1.002399999999999992e-02,9.078411510733752632e-01,8.125142499999999934e-01,9.665484115834406253e-01
5.500000000000000000e+02,5.201081853209257984e+18,1.004599999999999937e-02,9.080057979928408685e-01,8.114901360000000841e-01,9.665486134649529104e-01
5.510000000000000000e+02,5.177305720660753408e+18,1.004839999999999900e-02,9.082493992954203677e-01,8.109541439999999879e-01,9.665494603230798676e-01
5.520000000000000000e+02,5.164428450480978944e+18,1.005080000000000036e-02,9.084544751620614589e-01,8.106012329999999766e-01,9.668409372561701520e-01
5.530000000000000000e+02,5.189172391939593216e+18,1.006280000000000022e-02,9.085345144788964378e-01,8.099439270000000635e-01,9.672516868847064186e-01
5.540000000000000000e+02,5.271042229677539328e+18,1.008439999999999857e-02,9.086314617826948270e-01,8.089032720000000065e-01,9.674431508350020970e-01
5.550000000000000000e+02,5.301489825207179264e+18,1.010599999999999866e-02,9.086243831531748416e-01,8.081991150000000790e-01,9.674440208149285292e-01
5.560000000000000000e+02,5.203187372463631360e+18,1.012399999999999932e-02,9.085404467838552600e-01,8.078527690000000261e-01,9.674440255958665080e-01
5.570000000000000000e+02,5.141170831938930688e+18,1.014199999999999824e-02,9.083788692451564284e-01,8.073514520000000250e-01,9.674440255089383767e-01
5.580000000000000000e+02,5.102541538457892864e+18,1.015519999999999964e-02,9.080898858343334767e-01,8.062655030000001055e-01,9.674440255085385854e-01
5.590000000000000000e+02,5.058319341470313472e+18,1.016360000000000006e-02,9.077729290383572680e-01,8.057100130000001137e-01,9.674440255085442475e-01
5.600000000000000000e+02,5.146320733187527680e+18,1.017200000000000049e-02,9.073532130920369809e-01,8.057884199999999497e-01,9.674440255085442475e-01
5.610000000000000000e+02,5.178035667563046912e+18,1.019640000000000130e-02,9.069664713172050918e-01,8.049696629999999464e-01,9.674440255085442475e-01
5.620000000000000000e+02,5.197224461389377536e+18,1.022080000000000037e-02,9.065448914161343685e-01,8.036563949999999679e-01,9.674440255085442475e-01
5.630000000000000000e+02,5.258886096696066048e+18,1.024740000000000026e-02,9.061423710440952295e-01,8.028755510000000761e-01,9.674440255085442475e-01
5.640000000000000000e+02,5.273882729950775296e+18,1.027620000000000096e-02,9.057638470321178747e-01,8.029869450000000075e-01,9.674440255085442475e-01
5.650000000000000000e+02,5.193577243936192512e+18,1.030499999999999992e-02,9.054081521400688670e-01,8.022735749999999610e-01,9.674440255085442475e-01
5.660000000000000000e+02,5.167262658108505088e+18,1.031140000000000008e-02,9.050860879118044489e-01,8.013907109999999223e-01,9.674440255085442475e-01
5.670000000000000000e+02,5.303444320964528128e+18,1.031780000000000024e-02,9.047035246418717591e-01,8.015175079999999896e-01,9.674440255085442475e-01
5.680000000000000000e+02,5.285463715114407936e+18,1.033159999999999981e-02,9.040088599377078538e-01,8.007063669999999744e-01,9.674440255085442475e-01
5.690000000000000000e+02,5.256259546376951808e+18,1.035280000000000054e-02,9.034266059437071617e-01,7.999353540000000429e-01,9.674440255085442475e-01
5.700000000000000000e+02,5.206496045577650176e+18,1.037400000000000128e-02,9.031157400099086852e-01,8.000581570000000475e-01,9.674440255085442475e-01
5.710000000000000000e+02,5.162635046453791744e+18,1.039160000000000084e-02,9.027531268443252932e-01,7.991267399999999466e-01,9.674440255085442475e-01
5.720000000000000000e+02,5.348785350359243776e+18,1.040920000000000040e-02,8.809166462086858163e-01,7.984970219999999452e-01,9.674440255085442475e-01
5.730000000000000000e+02,5.434469789926246400e+18,1.042339999999999933e-02,9.013452088668854056e-01,7.985800469999999596e-01,9.674440255085442475e-01
5.740000000000000000e+02,5.407843088871370752e+18,1.043419999999999938e-02,9.017686187037556866e-01,7.975507849999999843e-01,9.674440255085442475e-01
5.750000000000000000e+02,5.350653007605803008e+18,1.044499999999999942e-02,9.006792224048574269e-01,7.970697589999999888e-01,9.674440255085442475e-01
5.760000000000000000e+02,5.329578937124926464e+18,1.044460000000000006e-02,9.021835077665182334e-01,7.970785299999999518e-01,9.674440255085442475e-01
5.770000000000000000e+02,5.378038601733234688e+18,1.044420000000000071e-02,9.023803301134563082e-01,7.959846899999999392e-01,9.674440255085442475e-01
5.780000000000000000e+02,5.295596133235729408e+18,1.045279999999999994e-02,9.034645191904600026e-01,7.956441330000000312e-01,9.674440255085442475e-01
5.790000000000000000e+02,5.262644064713736192e+18,1.047039999999999950e-02,9.041557982822439055e-01,7.955603650000000471e-01,9.674440255085442475e-01
5.800000000000000000e+02,5.351983272908775424e+18,1.048799999999999906e-02,9.063238032170960468e-01,7.944489900000000215e-01,9.674440255085442475e-01
5.810000000000000000e+02,5.397777372794568704e+18,1.050319999999999900e-02,9.037372013727903441e-01,7.941339219999999921e-01,9.674440255085442475e-01
5.820000000000000000e+02,5.458346604806100992e+18,1.051840000000000067e-02,9.095490850603210609e-01,7.941724689999999365e-01,9.674440255085442475e-01
5.830000000000000000e+02,5.473549636840080384e+18,1.053440000000000105e-02,9.107234317597450168e-01,7.936081160000000301e-01,9.674440255085450246e-01
5.840000000000000000e+02,5.463852669801851904e+18,1.055120000000000016e-02,9.117507189603168971e-01,7.930561570000000948e-01,9.674440255085460239e-01
5.850000000000000000e+02,5.364144440006817792e+18,1.056799999999999927e-02,9.124640589815573577e-01,7.926104010000000200e-01,9.674440255095356767e-01
5.860000000000000000e+02,5.329220256319489024e+18,1.056879999999999972e-02,9.133285345526009902e-01,7.920930139999999842e-01,9.674440254340317402e-01
5.870000000000000000e+02,5.434316249370935296e+18,1.056960000000000018e-02,9.138464653308767671e-01,7.914818959999999626e-01,9.674440084953737085e-01
5.880000000000000000e+02,5.325025578689583104e+18,1.058079999999999958e-02,9.141455673997674891e-01,7.914025759999999687e-01,9.674405450016060337e-01
5.890000000000000000e+02,4.984150443551564800e+18,1.060239999999999967e-02,8.921615528266194639e-01,7.912993199999999172e-01,9.676945638603425826e-01
5.900000000000000000e+02,5.086598491288483840e+18,1.062399999999999976e-02,9.098634134476074609e-01,7.901987939999999266e-01,9.680962956640866146e-01
5.910000000000000000e+02,5.355260482794246144e+18,1.064119999999999996e-02,9.121169031080649248e-01,7.898775960000000707e-01,9.683358680594168488e-01
5.920000000000000000e+02,5.356930550965528576e+18,1.065840000000000017e-02,8.991911010161101059e-01,7.897879179999999222e-01,9.684597393030579537e-01
5.930000000000000000e+02,5.379371384094491648e+18,1.067959999999999916e-02,9.141883676546423976e-01,7.886784419999999241e-01,9.688667989763405375e-01
5.940000000000000000e+02,5.336099376609036288e+18,1.070480000000000043e-02,9.107784613300491383e-01,7.883542060000000573e-01,9.692369831034191030e-01
5.950000000000000000e+02,5.324155935052540928e+18,1.072999999999999995e-02,9.111681995226998954e-01,7.884100429999999493e-01,9.692348753527254557e-01
5.960000000000000000e+02,5.381127032247420928e+18,1.072319999999999870e-02,9.132546291683911743e-01,7.878498999999998809e-01,9.692348717852793394e-01
5.970000000000000000e+02,5.387089943321675776e+18,1.071639999999999919e-02,9.127762174165393594e-01,7.871860010000000241e-01,9.692348807815494016e-01
5.980000000000000000e+02,5.323866473349907456e+18,1.072239999999999825e-02,9.126752611754501698e-01,7.870566990000000818e-01,9.692341193899161045e-01
5.990000000000000000e+02,5.323773342193408000e+18,1.074119999999999936e-02,9.122217851745569872e-01,7.870410169999999539e-01,9.689008849584939131e-01
6.000000000000000000e+02,5.315991856509128704e+18,1.076000000000000047e-02,9.124605580165968677e-01,7.859901859999999241e-01,9.687843809772428427e-01
6.010000000000000000e+02,5.290100136473114624e+18,1.077320000000000014e-02,9.126681508120739750e-01,7.855253220000000258e-01,9.690358607509054201e-01
6.020000000000000000e+02,5.257943458368794624e+18,1.078639999999999981e-02,9.128201655240991697e-01,7.855361819999999717e-01,9.692339735173017834e-01
6.030000000000000000e+02,5.321443804751777792e+18,1.080519999999999918e-02,9.132182900995357011e-01,7.844674659999999466e-01,9.692348659139129463e-01
6.040000000000000000e+02,5.416826469886150656e+18,1.082959999999999826e-02,9.133677429390818503e-01,7.840083039999999892e-01,9.692348707895972471e-01
6.050000000000000000e+02,5.389244545212584960e+18,1.085399999999999907e-02,9.143593987127461853e-01,7.841072119999999979e-01,9.692348707015440157e-01
6.060000000000000000e+02,5.372233006801716224e+18,1.086039999999999922e-02,9.150882687567964968e-01,7.836001700000000403e-01,9.692348707011434472e-01
6.070000000000000000e+02,5.371933476865947648e+18,1.086679999999999938e-02,9.159168588280145462e-01,7.829170310000000965e-01,9.692348707011489983e-01
6.080000000000000000e+02,5.356282408457457664e+18,1.087519999999999980e-02,9.167693369797021985e-01,7.827034510000000500e-01,9.692348707011489983e-01
6.090000000000000000e+02,5.345183439955167232e+18,1.088559999999999875e-02,9.176845766249608349e-01,7.827580370000000176e-01,9.692348707011489983e-01
6.100000000000000000e+02,5.292491341842698240e+18,1.089599999999999944e-02,9.186225715540089487e-01,7.818196349999999573e-01,9.692348707011491094e-01
6.110000000000000000e+02,5.304349203417544704e+18,1.091039999999999892e-02,9.195615452450996985e-01,7.811216910000000624e-01,9.692348707011576581e-01
6.120000000000000000e+02,5.316005700329689088e+18,1.092479999999999840e-02,9.204330595245240332e-01,7.812425560000000324e-01,9.692348707029289079e-01
6.130000000000000000e+02,5.227509706659715072e+18,1.094119999999999988e-02,9.212485122230610335e-01,7.808648169999998778e-01,9.692348706111180157e-01
6.140000000000000000e+02,5.248466733930395648e+18,1.095959999999999990e-02,9.220453318895182049e-01,7.801633459999999243e-01,9.692348547978343332e-01
6.150000000000000000e+02,5.303416633323407360e+18,1.097800000000000165e-02,9.227837185525642472e-01,7.797976900000000988e-01,9.692322456371770256e-01
6.160000000000000000e+02,5.150656366081324032e+18,1.100840000000000152e-02,9.235015794980893089e-01,7.799241910000000999e-01,9.693534394637025597e-01
6.170000000000000000e+02,5.149954106820151296e+18,1.103879999999999965e-02,9.241291902037250816e-01,7.791753639999999814e-01,9.697606696405151050e-01
6.180000000000000000e+02,5.337086063456274432e+18,1.105680000000000031e-02,9.247411318989789963e-01,7.783011829999999520e-01,9.701323638681553785e-01
6.190000000000000000e+02,5.345679300437069824e+18,1.106240000000000001e-02,9.252836607432569638e-01,7.784256619999999627e-01,9.701302976316645843e-01
6.200000000000000000e+02,5.369976464050315264e+18,1.106799999999999971e-02,9.257225688354694393e-01,7.776260229999999440e-01,9.701302944733418698e-01
6.210000000000000000e+02,5.351975721733923840e+18,1.107799999999999931e-02,9.261000942961691296e-01,7.768370190000000175e-01,9.701302933183860722e-01
6.220000000000000000e+02,5.327800635447441408e+18,1.108799999999999890e-02,9.264441647624203080e-01,7.769589190000000256e-01,9.701302932967341697e-01
6.230000000000000000e+02,5.298643032288235520e+18,1.109839999999999959e-02,9.267291371947340428e-01,7.760993449999999960e-01,9.701302932974548154e-01
6.240000000000000000e+02,5.217668008770168832e+18,1.110919999999999963e-02,9.269310034399410592e-01,7.752881530000000909e-01,9.701302932992316164e-01
6.250000000000000000e+02,5.172524568450728960e+18,1.112000000000000141e-02,9.272188699547057045e-01,7.754506820000000022e-01,9.701302932075360763e-01
6.260000000000000000e+02,5.245515483092672512e+18,1.113560000000000071e-02,9.275445301984011071e-01,7.756571999999999356e-01,9.701302774361726389e-01
6.270000000000000000e+02,5.356395676080226304e+18,1.115120000000000000e-02,9.278911229099868763e-01,7.749764070000000338e-01,9.701276790997053201e-01
6.280000000000000000e+02,5.364938571895346176e+18,1.116819999999999966e-02,9.267265070380110714e-01,7.739933949999999729e-01,9.702480112912591492e-01
6.290000000000000000e+02,5.341791703917785088e+18,1.118659999999999967e-02,9.123597113656224389e-01,7.739939870000001054e-01,9.706553189354260036e-01
6.300000000000000000e+02,5.278358479089036288e+18,1.120499999999999968e-02,9.284543159491148723e-01,7.738411530000000038e-01,9.710277652793981584e-01
6.310000000000000000e+02,5.206328661201778688e+18,1.121579999999999973e-02,9.296767474329319381e-01,7.731790020000000041e-01,9.710257200714629278e-01
6.320000000000000000e+02,5.233699152979508224e+18,1.122659999999999977e-02,9.279189175595757844e-01,7.726269759999999653e-01,9.710257171249423447e-01
6.330000000000000000e+02,5.261069644757237760e+18,1.123859999999999963e-02,9.318264946011750594e-01,7.726807189999999048e-01,9.710257159150184059e-01
6.340000000000000000e+02,5.277372631261224960e+18,1.125179999999999930e-02,9.329962567781759919e-01,7.723556010000000027e-01,9.710257158930297727e-01
6.350000000000000000e+02,5.293675617765212160e+18,1.126500000000000071e-02,9.341281960140099816e-01,7.712543770000001020e-01,9.710257158937483091e-01
6.360000000000000000e+02,5.298805382547537920e+18,1.128900000000000042e-02,9.342238086148476617e-01,7.710604920000000417e-01,9.710257158937535271e-01
6.370000000000000000e+02,5.303935147329862656e+18,1.131300000000000014e-02,9.363242921181585965e-01,7.710537709999999434e-01,9.710257158937626309e-01
6.380000000000000000e+02,5.307436375402589184e+18,1.132939999999999989e-02,9.372113419296311809e-01,7.704536899999999688e-01,9.710257158953223833e-01
6.390000000000000000e+02,5.310937603475315712e+18,1.133820000000000140e-02,9.377001735664668436e-01,7.698220019999999497e-01,9.710257161519137981e-01
6.400000000000000000e+02,5.259551858612123648e+18,1.134700000000000118e-02,9.363313946246026864e-01,7.697480609999999279e-01,9.710257054023789802e-01
6.410000000000000000e+02,5.208166113748932608e+18,1.136700000000000037e-02,9.402047531175933281e-01,7.696587139999999660e-01,9.710242988137591791e-01
6.420000000000000000e+02,5.227620457224200192e+18,1.138699999999999955e-02,9.410381046927234205e-01,7.686065460000000016e-01,9.710682168740795150e-01
6.430000000000000000e+02,5.247074800699468800e+18,1.140559999999999838e-02,9.416046988899080539e-01,7.680581479999999406e-01,9.714856360938720625e-01
6.440000000000000000e+02,5.264976119213650944e+18,1.142279999999999858e-02,9.423883636469004843e-01,7.683101850000000343e-01,9.719081286331555658e-01
6.450000000000000000e+02,5.282877437727833088e+18,1.143999999999999878e-02,9.430998285757408173e-01,7.683920589999999606e-01,9.719209101655814642e-01
6.460000000000000000e+02,5.251983064352823296e+18,1.144039999999999987e-02,9.394495812984703376e-01,7.675003189999999309e-01,9.719219154376531611e-01
6.470000000000000000e+02,5.221088690977813504e+18,1.144079999999999923e-02,9.418481552066305662e-01,7.667109220000000169e-01,9.722526187603272030e-01
6.480000000000000000e+02,5.155647692658042880e+18,1.145279999999999909e-02,8.799186021076139674e-01,7.668097830000000226e-01,9.726568204662129347e-01
6.490000000000000000e+02,5.090206694338271232e+18,1.147639999999999945e-02,8.863599876725037907e-01,7.664765590000000017e-01,9.728196375846710486e-01
6.500000000000000000e+02,5.176702885201788928e+18,1.149999999999999981e-02,9.447784154617907548e-01,7.658626640000000263e-01,9.728165785280497024e-01
6.510000000000000000e+02,5.263199076065307648e+18,1.151639999999999955e-02,9.458387327653707821e-01,7.653888100000000305e-01,9.728165611788940348e-01
6.520000000000000000e+02,5.259778393857662976e+18,1.153279999999999930e-02,9.463945905301085482e-01,7.649173140000000704e-01,9.728165610846609690e-01
6.530000000000000000e+02,5.256357711650017280e+18,1.154359999999999935e-02,9.456510564689638576e-01,7.643377390000000160e-01,9.728165610863510615e-01
6.540000000000000000e+02,5.153946161258212352e+18,1.154879999999999969e-02,9.481261497882471634e-01,7.639120839999999912e-01,9.728165610863586110e-01
6.550000000000000000e+02,5.051534610866407424e+18,1.155400000000000003e-02,9.486616301142732910e-01,7.639392859999999397e-01,9.728165610863585000e-01
6.560000000000000000e+02,4.814498198167091200e+18,1.159199999999999987e-02,9.483298533643584882e-01,7.637152529999999828e-01,9.728165610863585000e-01
6.570000000000000000e+02,4.577461785467775488e+18,1.162999999999999971e-02,9.495342827487194270e-01,7.630827040000000006e-01,9.728165610863585000e-01
6.580000000000000000e+02,4.858121335283133440e+18,1.164160000000000021e-02,9.503212426251199663e-01,7.625288480000000924e-01,9.728165610863586110e-01
6.590000000000000000e+02,5.138780885098490880e+18,1.162679999999999964e-02,9.507912574667261030e-01,7.625686839999999966e-01,9.728165610863672708e-01
6.600000000000000000e+02,5.183181793224216576e+18,1.161200000000000079e-02,9.511926849378462556e-01,7.622665730000000028e-01,9.728165610881300829e-01
6.610000000000000000e+02,5.227582701349943296e+18,1.161880000000000031e-02,9.517708932020851886e-01,7.611690909999999644e-01,9.728165609972638794e-01
6.620000000000000000e+02,5.208790344203307008e+18,1.162559999999999982e-02,9.524053202222840797e-01,7.608585869999999751e-01,9.728165454339583462e-01
6.630000000000000000e+02,5.189997987056669696e+18,1.164240000000000066e-02,9.528837932983256209e-01,7.611649350000000425e-01,9.728139929937765773e-01
6.640000000000000000e+02,5.206195257112738816e+18,1.166919999999999936e-02,9.533717950074620529e-01,7.610728860000000040e-01,9.729311982261930059e-01
6.650000000000000000e+02,5.222392527168807936e+18,1.169599999999999980e-02,9.538206236405343263e-01,7.600038590000000038e-01,9.732635101263917843e-01
6.660000000000000000e+02,5.188273802132286464e+18,1.171640000000000008e-02,9.543751304845471406e-01,7.595509639999999951e-01,9.732644894866983032e-01
6.670000000000000000e+02,5.154155077095764992e+18,1.173680000000000036e-02,9.549352208880766968e-01,7.595620409999999101e-01,9.732755746276083864e-01
6.680000000000000000e+02,5.180405477937217536e+18,1.174960000000000067e-02,9.554380373096579282e-01,7.584978049999999694e-01,9.736979098384247466e-01
6.690000000000000000e+02,5.206655878778669056e+18,1.175479999999999928e-02,9.559661622238386780e-01,7.580282720000000030e-01,9.737117603804157362e-01
6.700000000000000000e+02,5.163770239739772928e+18,1.175999999999999962e-02,9.564438613867889405e-01,7.581293739999999115e-01,9.737119911461299404e-01
6.710000000000000000e+02,5.120884600700875776e+18,1.176759999999999959e-02,9.569529663755238502e-01,7.576271099999999370e-01,9.737119837374429432e-01
6.720000000000000000e+02,5.136986222542161920e+18,1.177519999999999956e-02,9.574450107993299763e-01,7.569447220000000698e-01,9.737119836848006083e-01
6.730000000000000000e+02,5.153087844383447040e+18,1.179260000000000030e-02,9.579262751343209370e-01,7.567198219999999864e-01,9.737119835932241951e-01
6.740000000000000000e+02,5.142055577925677056e+18,1.181980000000000010e-02,9.583750152997149163e-01,7.567779289999999603e-01,9.737119679929813199e-01
6.750000000000000000e+02,5.131023311467907072e+18,1.184700000000000163e-02,9.588011991570731807e-01,7.558777960000000462e-01,9.737094133936212703e-01
6.760000000000000000e+02,5.135216730568670208e+18,1.186700000000000081e-02,9.592383809440067077e-01,7.550902109999999556e-01,9.738263109210413271e-01
6.770000000000000000e+02,5.139410149669433344e+18,1.188700000000000000e-02,9.596697741730872977e-01,7.552417560000000973e-01,9.742339338650225500e-01
6.780000000000000000e+02,5.129910771706480640e+18,1.190040000000000021e-02,9.600862970275815256e-01,7.554561219999998967e-01,9.746093691214033905e-01
6.790000000000000000e+02,5.120411393743526912e+18,1.190719999999999973e-02,9.604545049757357011e-01,7.547643210000000158e-01,9.746074098201945590e-01
6.800000000000000000e+02,5.117667800214216704e+18,1.191400000000000098e-02,9.608194307508680643e-01,7.537959149999999831e-01,9.746074077337053554e-01
6.810000000000000000e+02,5.114924206684905472e+18,1.191440000000000034e-02,9.611673098652406821e-01,7.538637060000000778e-01,9.746074063015539579e-01
6.820000000000000000e+02,5.100086148102073344e+18,1.191479999999999970e-02,9.614423682154729089e-01,7.533279709999999296e-01,9.746074062782126290e-01
6.830000000000000000e+02,5.085248089519241216e+18,1.192559999999999974e-02,9.617984859797379382e-01,7.522301240000000000e-01,9.746074062789578107e-01
