# units:
# wavelength_nm, sun_photons_per_s_m2_nm, asteroid_reflectance, atm_transmission, qe_e_per_photon, mirror_reflectivity

4.240000000000000000e+02,3.711905851077617152e+18,0.000000000000000000e+00,8.193720529766083116e-01,7.873848979999999997e-01,9.430830684413190612e-01
4.250000000000000000e+02,3.703383091728767488e+18,0.000000000000000000e+00,8.209088947409188819e-01,7.888031770000000220e-01,9.438051862482736976e-01
4.260000000000000000e+02,3.638205125999649792e+18,0.000000000000000000e+00,8.223800278202710867e-01,7.905031519999999867e-01,9.441657126486600049e-01
4.270000000000000000e+02,3.511156609126290432e+18,0.000000000000000000e+00,8.240023995964763648e-01,7.925452579999999747e-01,9.441862054986679409e-01
4.280000000000000000e+02,3.399984437377819648e+18,0.000000000000000000e+00,8.255499372956706106e-01,7.941511500000000279e-01,9.446076027147779497e-01
4.290000000000000000e+02,3.306261772181593088e+18,0.000000000000000000e+00,8.270821547265395646e-01,7.955732580000000054e-01,9.454423086172751844e-01
4.300000000000000000e+02,2.824466611968350720e+18,0.000000000000000000e+00,8.285869698643181236e-01,7.970883840000000387e-01,9.458926141018063616e-01
4.310000000000000000e+02,3.061061280938864640e+18,0.000000000000000000e+00,8.300505655176307895e-01,7.985686969999999940e-01,9.463007307825134218e-01
4.320000000000000000e+02,3.623063761893623296e+18,0.000000000000000000e+00,8.314476252419850111e-01,8.001457050000000404e-01,9.470067631667945518e-01
4.330000000000000000e+02,3.680652796897170432e+18,0.000000000000000000e+00,8.328612315687137224e-01,8.015502170000000648e-01,9.475643504203860035e-01
4.340000000000000000e+02,3.715186836550512640e+18,0.000000000000000000e+00,8.342914418213612793e-01,8.024947080000000010e-01,9.477438685746426561e-01
4.350000000000000000e+02,3.715131461268270080e+18,7.755999999999999873e-03,8.357203970689858208e-01,8.038498499999999769e-01,9.477454947937857810e-01
4.360000000000000000e+02,4.008100684620410880e+18,7.813999999999999765e-03,8.371280218539527418e-01,8.052947940000000360e-01,9.478767851098375274e-01
4.370000000000000000e+02,4.108175146395735040e+18,7.872000000000000525e-03,8.384997555377414757e-01,8.062419680000000310e-01,9.483714103080367330e-01
4.380000000000000000e+02,3.718335676463511040e+18,7.881799999999999570e-03,8.398218235109612406e-01,8.075427070000000818e-01,9.491467285218904149e-01
4.390000000000000000e+02,3.748445986183126016e+18,7.843400000000000372e-03,8.410956091414709679e-01,8.091772099999999801e-01,9.495352452936643983e-01
4.400000000000000000e+02,3.918214016248652800e+18,7.804999999999999438e-03,8.423020633808903090e-01,8.106626660000000317e-01,9.495355535017384607e-01
4.410000000000000000e+02,4.045197089606633472e+18,7.859800000000000120e-03,8.434359442813611496e-01,8.117399480000000445e-01,9.495339043994882600e-01
4.420000000000000000e+02,4.351204674868710400e+18,7.914599999999999067e-03,8.447631229741782155e-01,8.126809600000000078e-01,9.499195874788286531e-01
4.430000000000000000e+02,4.336366616285878272e+18,7.959199999999999608e-03,8.459097878042125540e-01,8.136939109999999920e-01,9.506732530161589034e-01
4.440000000000000000e+02,4.338502340239657984e+18,7.993600000000000011e-03,8.471508938535887712e-01,8.146963059999999812e-01,9.511811616261943714e-01
4.450000000000000000e+02,4.249433715810124800e+18,8.028000000000000413e-03,8.485388485088559696e-01,8.156902510000000328e-01,9.513293616321237822e-01
4.460000000000000000e+02,4.167208972854166528e+18,8.007999999999999494e-03,8.498069005467474568e-01,8.166921449999999805e-01,9.513264193165295035e-01
4.470000000000000000e+02,4.464730296112507904e+18,7.987999999999998574e-03,8.510714317430543296e-01,8.176955929999999428e-01,9.513271649783718864e-01
4.480000000000000000e+02,4.566819663043990528e+18,7.986399999999999402e-03,8.523714541865153871e-01,8.186717659999999119e-01,9.514576044030976787e-01
4.490000000000000000e+02,4.520704638227015680e+18,8.003200000000000244e-03,8.535951223007948174e-01,8.197084980000000076e-01,9.519515136840450698e-01
4.500000000000000000e+02,4.724539793634245632e+18,8.020000000000001086e-03,8.547839816375357724e-01,8.207433389999999607e-01,9.527276675371763037e-01
4.510000000000000000e+02,4.827932996756721664e+18,8.075200000000001127e-03,8.559711451078620970e-01,8.213105769999999861e-01,9.531169427555649110e-01
4.520000000000000000e+02,4.607515461376005120e+18,8.130400000000001168e-03,8.571800248833061353e-01,8.218926120000000779e-01,9.531172411544344136e-01
4.530000000000000000e+02,4.459465868712000000e+18,8.155000000000000790e-03,8.583741471583328231e-01,8.229431300000000782e-01,9.531155703256445344e-01
4.540000000000000000e+02,4.512709202588615680e+18,8.148999999999999994e-03,8.595433203566679170e-01,8.240365280000000459e-01,9.535005403446232819e-01
4.550000000000000000e+02,4.596003695315177472e+18,8.143000000000000932e-03,8.606471834414406441e-01,8.248120489999999361e-01,9.542532920752168080e-01
4.560000000000000000e+02,4.718571848443422720e+18,8.182600000000001678e-03,8.616707697619319095e-01,8.252532789999998952e-01,9.547619657908731350e-01
4.570000000000000000e+02,4.804813816420281344e+18,8.222200000000000689e-03,8.625860714446087485e-01,8.256918699999999944e-01,9.549110436844289174e-01
4.580000000000000000e+02,4.692938126881496064e+18,8.244600000000001233e-03,8.635061516493355294e-01,8.264250289999999222e-01,9.549049413711050427e-01
4.590000000000000000e+02,4.598260238066578432e+18,8.249799999999999842e-03,8.643824510478421708e-01,8.275365730000000530e-01,9.550805301116881418e-01
4.600000000000000000e+02,4.688160750258896896e+18,8.255000000000000185e-03,8.652434543717958393e-01,8.286707859999999926e-01,9.554846360721492848e-01
4.610000000000000000e+02,4.751708920749273088e+18,8.275400000000000464e-03,8.661899083316582093e-01,8.288440719999999873e-01,9.558902199922999499e-01
4.620000000000000000e+02,4.836483443746693120e+18,8.295800000000000743e-03,8.672034250456766014e-01,8.290125440000000179e-01,9.563062904803163455e-01
4.630000000000000000e+02,4.829328705575072768e+18,8.324200000000000349e-03,8.682757081939282973e-01,8.301333270000000875e-01,9.566986361163710706e-01
4.640000000000000000e+02,4.690266269513272320e+18,8.360600000000001017e-03,8.694346095883035419e-01,8.303300799999999704e-01,9.566989300099970617e-01
4.650000000000000000e+02,4.702879248573250560e+18,8.396999999999999950e-03,8.706260764891403658e-01,8.305091289999999571e-01,9.566989446998197533e-01
4.660000000000000000e+02,4.648245239994852352e+18,8.422199999999999478e-03,8.716714440592937541e-01,8.316218639999999329e-01,9.566996661556728121e-01
4.670000000000000000e+02,4.626753337838870528e+18,8.447400000000000742e-03,8.725195494335533652e-01,8.322709729999999695e-01,9.570429630018387757e-01
4.680000000000000000e+02,4.722508527599241216e+18,8.474999999999999895e-03,8.733680479004011232e-01,8.326655779999999618e-01,9.574479835961071661e-01
4.690000000000000000e+02,4.703108300877074432e+18,8.505000000000000407e-03,8.739520490636071282e-01,8.331877330000000415e-01,9.575982208475288804e-01
4.700000000000000000e+02,4.574586046378566656e+18,8.535000000000000919e-03,8.748782509740331559e-01,8.336643590000000215e-01,9.578058907157350754e-01
4.710000000000000000e+02,4.617834141810325504e+18,8.540999999999999981e-03,8.755937462488075917e-01,8.342624469999999626e-01,9.582163256264247808e-01
4.720000000000000000e+02,4.822330025017044992e+18,8.547000000000000777e-03,8.753309217471659798e-01,8.346462820000000171e-01,9.584889099966139581e-01
4.730000000000000000e+02,4.800309540621472768e+18,8.570799999999999946e-03,8.769708784735915641e-01,8.345247539999999242e-01,9.584897954612960902e-01
4.740000000000000000e+02,4.822527614092322816e+18,8.612400000000000957e-03,8.775190838839129759e-01,8.352878300000000644e-01,9.584897995794696701e-01
4.750000000000000000e+02,4.862472070526631936e+18,8.654000000000000234e-03,8.775621723659596807e-01,8.361478820000001200e-01,9.584897975126925873e-01
4.760000000000000000e+02,4.758856107746041856e+18,8.648400000000000531e-03,8.775048461468389904e-01,8.360282019999999426e-01,9.584897976801947106e-01
4.770000000000000000e+02,4.839916711245756416e+18,8.642800000000000829e-03,8.776488322014935894e-01,8.367933250000000323e-01,9.584880672807831736e-01
4.780000000000000000e+02,4.913597299857453056e+18,8.644600000000000548e-03,8.784270113148182624e-01,8.376863609999999349e-01,9.588708826062274371e-01
4.790000000000000000e+02,4.925250021182173184e+18,8.653799999999999687e-03,8.795607378191317993e-01,8.375787320000001035e-01,9.592801788097070625e-01
4.800000000000000000e+02,4.966809170505522176e+18,8.662999999999998826e-03,8.806745686194810130e-01,8.373412059999999491e-01,9.596822182538148338e-01
4.810000000000000000e+02,4.994227486390643712e+18,8.679399999999998574e-03,8.817967610099665121e-01,8.379093220000000120e-01,9.600937518497343337e-01
4.820000000000000000e+02,4.989898146142556160e+18,8.695800000000000057e-03,8.828905162843438958e-01,8.389554980000000217e-01,9.602797785722637647e-01
4.830000000000000000e+02,4.914012614474275840e+18,8.722999999999999851e-03,8.840142911550048499e-01,8.390958620000000812e-01,9.602806622308291962e-01
4.840000000000000000e+02,4.858342836412104704e+18,8.760999999999999691e-03,8.852300097247861599e-01,8.388719119999999974e-01,9.602806448259193495e-01
4.850000000000000000e+02,4.637542708172256256e+18,8.798999999999999530e-03,8.862609950697108996e-01,8.390081520000000070e-01,9.602806446974018195e-01
4.860000000000000000e+02,4.226210077554908672e+18,8.860999999999999086e-03,8.874802672163986106e-01,8.395648289999999569e-01,9.602806460379529341e-01
4.870000000000000000e+02,4.235422510873511424e+18,8.923000000000000376e-03,8.883987799205429470e-01,8.396986269999999752e-01,9.602807448835972703e-01
4.880000000000000000e+02,4.598952429094615040e+18,8.956000000000000419e-03,8.892077674042415669e-01,8.397612850000000240e-01,9.602807480378854343e-01
4.890000000000000000e+02,4.768337866301008896e+18,8.959999999999999215e-03,8.898255781041094492e-01,8.403211369999999958e-01,9.606923467595555044e-01
4.900000000000000000e+02,4.892792554612941824e+18,8.963999999999999746e-03,8.902454740280006940e-01,8.404384270000000434e-01,9.611092289966218782e-01
